bozsahin/ceng444,METU Computer science introductory compiler course: Language Processors,False,2018-08-19T14:39:11Z,2019-12-09T07:52:26Z,2019-12-09T07:52:24Z,86087,19,19,Java,True,True,True,True,False,2,0,,2,0,19,master,6,3,12.0
brettwooldridge/jet,Swift-to-JVM bytecode compiler.,False,2014-06-03T04:08:43Z,2019-08-13T15:43:00Z,2014-08-17T13:50:02Z,204,47,47,ANTLR,True,True,True,True,False,3,1,Apache License 2.0,3,1,47,master,8,8,0.0
brunocvcunha/mdmlang,🔄  Natural Transformation Language for Java,False,2015-07-06T18:58:35Z,2019-08-29T17:36:07Z,2016-07-01T05:34:24Z,51,13,13,Java,True,True,True,True,True,0,0,Apache License 2.0,0,0,13,master,1,1,1.0
btrplace/scheduler,BtrPlace is a virtual machine scheduler. You can specialized it safely through independent constraints to make it support what match your expectations.,False,2013-02-25T10:14:20Z,2019-12-02T08:09:56Z,2019-12-02T08:15:20Z,91770,50,50,Java,True,True,True,True,False,11,24,GNU Lesser General Public License v3.0,11,24,50,master,5,1,3.0
buildpal/buildpal-platform,A docker native light-weight continuous integration server,False,2017-12-30T05:54:42Z,2019-09-06T07:47:37Z,2018-01-27T23:47:41Z,224,18,18,Java,True,True,True,True,False,6,0,,6,0,18,master,7,1,1.0
byuccl/RapidSmith2,"RapidSmith2 - the Vivado successor to RapidSmith. Released Jan 4, 2017.",False,2016-07-07T21:43:03Z,2019-08-26T22:46:34Z,2019-12-03T02:47:35Z,529634,17,17,Java,True,True,True,True,True,6,47,Other,6,47,17,master,9,3,5.0
camertron/SQLParser,ANTLR4-based SQL Parser extracted from Apache Tajo,False,2014-03-09T22:54:50Z,2019-08-12T16:15:20Z,2019-08-12T16:15:18Z,1373,13,13,Java,True,True,True,True,False,8,0,,8,0,13,master,5,2,5.0
carrotsearch/hppc,High Performance Primitive Collections for Java,False,2011-02-22T15:14:20Z,2019-12-11T16:10:10Z,2019-05-14T07:15:45Z,45432,636,636,Java,False,True,True,True,True,103,0,Apache License 2.0,103,0,636,master,62,2,3.0
castlemock/castlemock,Castle Mock is a web application that provides the functionality to mock out RESTful APIs and SOAP web services. ,False,2016-07-17T13:57:57Z,2019-11-27T12:07:21Z,2019-11-26T21:43:11Z,12770,75,75,Java,True,True,True,True,False,22,30,Other,22,30,75,master,18,1,9.0
cesquivias/mumbler,My experimental programming language using Truffle,False,2014-09-29T12:51:59Z,2019-12-11T16:29:30Z,2016-09-28T06:11:05Z,308,79,79,Java,True,True,True,True,False,11,1,GNU General Public License v3.0,11,1,79,master,6,1,3.0
cfparser/cfparser,testcfmlparser,False,2014-08-11T02:42:47Z,2019-11-18T03:12:00Z,2019-11-20T02:29:35Z,9656,17,17,Java,True,True,True,True,False,11,5,,11,5,17,master,11,4,76.0
chanedi/QuickProject,,False,2014-02-10T12:59:39Z,2019-05-27T06:52:50Z,2016-12-30T10:50:31Z,474,28,28,Java,True,True,True,True,False,22,2,Apache License 2.0,22,2,28,master,12,2,6.0
charite/jannovar,Annotation of VCF variants with functional impact and from databases (executable+library),False,2013-07-07T12:57:20Z,2019-11-26T17:26:19Z,2019-11-15T12:57:04Z,24053,32,32,Java,True,True,True,False,True,31,24,Other,31,24,32,master,11,2,9.0
